36,BG-107,V018,BrightPath Analytics,INV-100036,2026-03-04,2026-06-28,30413.00,0.00,30413.00,Outstanding
37,BG-105,V006,Falcon Engineering,INV-100037,2026-02-19,2025-12-23,8460.00,6175.80,2284.20,Partially Paid
38,BG-101,V009,Metro Equipment Co.,INV-100038,2025-10-23,2025-11-27,93925.00,41327.00,52598.00,Partially Paid
39,BG-102,V002,BlueLine Logistics,INV-100039,2025-08-22,2025-10-10,68806.00,0.00,68806.00,Outstanding
40,BG-104,V011,Prime Materials Inc.,INV-100040,2026-01-15,2026-05-19,37433.00,22834.13,14598.87,Partially Paid
41,BG-106,V008,Horizon IT Services,INV-100041,2026-03-19,2026-08-11,39021.00,12486.72,26534.28,Partially Paid
42,BG-107,V018,BrightPath Analytics,INV-100042,2026-02-10,2025-12-17,29832.00,0.00,29832.00,Outstanding
43,BG-107,V010,NorthStar Consulting,INV-100043,2026-01-12,2025-12-19,2720.00,0.00,2720.00,Outstanding
44,BG-101,V003,CoreTech Solutions,INV-100044,2026-03-01,2026-07-21,88779.00,88779.00,0.00,Paid
45,BG-107,V018,BrightPath Analytics,INV-100045,2026-01-31,2026-07-18,21051.00,21051.00,0.00,Paid
46,BG-105,V020,IronWorks Engineering,INV-100046,2026-01-27,2026-01-05,35679.00,35679.00,0.00,Paid
47,BG-104,V011,Prime Materials Inc.,INV-100047,2025-11-25,2026-01-05,8094.00,5746.74,2347.26,Partially Paid
48,BG-106,V014,TechSource Partners,INV-100048,2026-03-20,2025-10-31,53618.00,0.00,53618.00,Outstanding
49,BG-105,V020,IronWorks Engineering,INV-100049,2026-06-18,2026-04-24,45272.00,0.00,45272.00,Outstanding
50,BG-104,V019,Cedar Supply Group,INV-100050,2026-05-30,2026-03-24,54249.00,54249.00,0.00,Paid
51,BG-103,V007,Global Facility Services,INV-100051,2025-12-09,2026-03-12,14295.00,14295.00,0.00,Paid
52,BG-102,V002,BlueLine Logistics,INV-100052,2026-04-10,2026-05-18,88981.00,0.00,88981.00,Outstanding
53,BG-106,V008,Horizon IT Services,INV-100053,2026-04-04,2026-09-03,7623.00,0.00,7623.00,Outstanding
54,BG-101,V016,Vertex Manufacturing,INV-100054,2026-03-24,2025-09-25,15198.00,15198.00,0.00,Paid
55,BG-105,V020,IronWorks Engineering,INV-100055,2026-08-10,2026-08-20,49301.00,22185.45,27115.55,Partially Paid
56,BG-102,V017,Westfield Distribution,INV-100056,2025-09-06,2026-07-03,93421.00,93421.00,0.00,Paid
57,BG-101,V001,Apex Industrial Supplies,INV-100057,2025-10-16,2025-12-28,54004.00,0.00,54004.00,Outstanding
58,BG-101,V001,Apex Industrial Supplies,INV-100058,2025-10-26,2025-10-27,24571.00,24571.00,0.00,Paid
59,BG-104,V019,Cedar Supply Group,INV-100059,2025-10-14,2025-09-23,46251.00,46251.00,0.00,Paid
60,BG-102,V012,Rapid Transport Group,INV-100060,2025-11-26,2026-07-03,16945.00,16945.00,0.00,Paid
61,BG-107,V018,BrightPath Analytics,INV-100061,2026-07-23,2025-10-01,89124.00,48126.96,40997.04,Partially Paid
62,BG-101,V001,Apex Industrial Supplies,INV-100062,2026-03-02,2026-05-07,56632.00,56632.00,0.00,Paid
63,BG-105,V020,IronWorks Engineering,INV-100063,2025-10-25,2026-06-26,73155.00,43161.45,29993.55,Partially Paid
64,BG-105,V020,IronWorks Engineering,INV-100064,2026-04-25,2026-05-27,69622.00,0.00,69622.00,Outstanding
65,BG-101,V016,Vertex Manufacturing,INV-100065,2026-05-24,2026-02-04,5750.00,4140.00,1610.00,Partially Paid
66,BG-107,V018,BrightPath Analytics,INV-100066,2026-02-08,2026-06-26,11327.00,3284.83,8042.17,Partially Paid
67,BG-101,V001,Apex Industrial Supplies,INV-100067,2026-02-05,2026-06-13,16160.00,5817.60,10342.40,Partially Paid
68,BG-107,V010,NorthStar Consulting,INV-100068,2026-01-12,2026-02-17,88619.00,41650.93,46968.07,Partially Paid
69,BG-102,V017,Westfield Distribution,INV-100069,2026-06-30,2025-10-22,93886.00,62903.62,30982.38,Partially Paid
70,BG-105,V020,IronWorks Engineering,INV-100070,2025-12-09,2025-10-27,74125.00,74125.00,0.00,Paid
71,BG-101,V003,CoreTech Solutions,INV-100071,2025-12-23,2025-12-16,75242.00,37621.00,37621.00,Partially Paid
72,BG-104,V019,Cedar Supply Group,INV-100072,2026-05-01,2026-05-21,27013.00,0.00,27013.00,Outstanding
73,BG-106,V008,Horizon IT Services,INV-100073,2025-08-17,2025-12-18,36279.00,14511.60,21767.40,Partially Paid
74,BG-105,V020,IronWorks Engineering,INV-100074,2026-05-15,2026-03-23,33451.00,33451.00,0.00,Paid
75,BG-105,V013,Summit Components,INV-100075,2025-10-30,2026-08-01,55344.00,38740.80,16603.20,Partially Paid
76,BG-104,V005,East Coast Packaging,INV-100076,2025-10-28,2026-06-25,61638.00,38831.94,22806.06,Partially Paid
77,BG-101,V016,Vertex Manufacturing,INV-100077,2026-02-11,2026-04-18,10863.00,0.00,10863.00,Outstanding
78,BG-106,V014,TechSource Partners,INV-100078,2026-05-01,2026-08-31,80825.00,80825.00,0.00,Paid
79,BG-104,V005,East Coast Packaging,INV-100079,2025-11-28,2026-01-10,34270.00,0.00,34270.00,Outstanding
80,BG-106,V008,Horizon IT Services,INV-100080,2025-09-08,2025-10-15,5555.00,0.00,5555.00,Outstanding
81,BG-106,V014,TechSource Partners,INV-100081,2025-11-14,2026-01-13,23014.00,23014.00,0.00,Paid
82,BG-101,V009,Metro Equipment Co.,INV-100082,2025-10-15,2026-08-07,8145.00,2769.30,5375.70,Partially Paid
83,BG-101,V001,Apex Industrial Supplies,INV-100083,2025-09-30,2025-12-18,87440.00,0.00,87440.00,Outstanding
84,BG-102,V012,Rapid Transport Group,INV-100084,2026-08-12,2025-10-23,27649.00,0.00,27649.00,Outstanding
85,BG-102,V002,BlueLine Logistics,INV-100085,2025-09-09,2026-07-11,75760.00,0.00,75760.00,Outstanding
86,BG-104,V005,East Coast Packaging,INV-100086,2026-06-09,2026-05-02,85185.00,26407.35,58777.65,Partially Paid
87,BG-105,V013,Summit Components,INV-100087,2026-02-16,2026-04-02,94630.00,94630.00,0.00,Paid
88,BG-107,V018,BrightPath Analytics,INV-100088,2026-01-12,2026-03-03,39887.00,0.00,39887.00,Outstanding
89,BG-102,V012,Rapid Transport Group,INV-100089,2026-08-14,2025-11-01,20149.00,15313.24,4835.76,Partially Paid
90,BG-106,V008,Horizon IT Services,INV-100090,2025-08-26,2026-04-05,94476.00,69912.24,24563.76,Partially Paid
91,BG-104,V019,Cedar Supply Group,INV-100091,2026-04-03,2026-04-08,18984.00,7593.60,11390.40,Partially Paid
92,BG-103,V007,Global Facility Services,INV-100092,2026-07-12,2026-06-15,22254.00,0.00,22254.00,Outstanding
93,BG-106,V014,TechSource Partners,INV-100093,2026-06-05,2026-06-29,13905.00,4449.60,9455.40,Partially Paid
94,BG-103,V015,United Maintenance,INV-100094,2026-02-12,2026-01-15,35841.00,16486.86,19354.14,Partially Paid
95,BG-106,V008,Horizon IT Services,INV-100095,2025-10-31,2026-07-25,79515.00,0.00,79515.00,Outstanding
96,BG-101,V009,Metro Equipment Co.,INV-100096,2026-03-20,2026-09-09,85306.00,0.00,85306.00,Outstanding
97,BG-101,V003,CoreTech Solutions,INV-100097,2025-09-24,2026-03-19,18107.00,7967.08,10139.92,Partially Paid
98,BG-103,V015,United Maintenance,INV-100098,2025-12-25,2026-05-07,43842.00,43842.00,0.00,Paid
99,BG-101,V016,Vertex Manufacturing,INV-100099,2026-06-14,2025-10-11,47220.00,16999.20,30220.80,Partially Paid
100,BG-103,V015,United Maintenance,INV-100100,2026-04-14,2026-07-31,50856.00,50856.00,0.00,Paid
101,BG-105,V006,Falcon Engineering,INV-100101,2026-04-29,2026-03-29,62312.00,42372.16,19939.84,Partially Paid
102,BG-105,V006,Falcon Engineering,INV-100102,2026-06-14,2026-05-23,33077.00,0.00,33077.00,Outstanding
103,BG-101,V001,Apex Industrial Supplies,INV-100103,2025-10-17,2026-07-30,8590.00,8590.00,0.00,Paid
104,BG-106,V014,TechSource Partners,INV-100104,2025-09-16,2026-08-11,38908.00,15563.20,23344.80,Partially Paid
105,BG-101,V001,Apex Industrial Supplies,INV-100105,2025-12-08,2025-11-18,93368.00,0.00,93368.00,Outstanding
106,BG-105,V013,Summit Components,INV-100106,2025-09-10,2026-02-15,3844.00,3844.00,0.00,Paid
107,BG-102,V017,Westfield Distribution,INV-100107,2025-12-24,2026-08-09,50974.00,50974.00,0.00,Paid
108,BG-104,V011,Prime Materials Inc.,INV-100108,2025-10-18,2026-08-27,31248.00,11249.28,19998.72,Partially Paid
109,BG-103,V007,Global Facility Services,INV-100109,2025-12-11,2025-10-04,44968.00,11691.68,33276.32,Partially Paid
110,BG-105,V006,Falcon Engineering,INV-100110,2026-03-29,2025-11-09,57002.00,57002.00,0.00,Paid
111,BG-101,V016,Vertex Manufacturing,INV-100111,2025-10-12,2026-04-05,73506.00,0.00,73506.00,Outstanding
112,BG-101,V003,CoreTech Solutions,INV-100112,2025-10-24,2026-08-18,39524.00,10671.48,28852.52,Partially Paid
113,BG-103,V004,Delta Office Systems,INV-100113,2026-02-09,2025-12-15,2194.00,2194.00,0.00,Paid
114,BG-107,V010,NorthStar Consulting,INV-100114,2025-10-05,2026-01-24,54749.00,31754.42,22994.58,Partially Paid
115,BG-105,V013,Summit Components,INV-100115,2025-09-07,2026-04-08,42115.00,0.00,42115.00,Outstanding
116,BG-106,V008,Horizon IT Services,INV-100116,2026-06-05,2025-11-22,21270.00,6806.40,14463.60,Partially Paid
117,BG-105,V013,Summit Components,INV-100117,2025-09-27,2026-03-05,9420.00,9420.00,0.00,Paid
118,BG-101,V016,Vertex Manufacturing,INV-100118,2025-10-16,2026-04-24,89912.00,0.00,89912.00,Outstanding
119,BG-101,V009,Metro Equipment Co.,INV-100119,2025-11-07,2026-05-13,86541.00,0.00,86541.00,Outstanding
120,BG-103,V015,United Maintenance,INV-100120,2026-07-20,2026-09-12,45207.00,45207.00,0.00,Paid
121,BG-106,V014,TechSource Partners,INV-100121,2025-11-26,2026-04-29,56034.00,56034.00,0.00,Paid
122,BG-105,V006,Falcon Engineering,INV-100122,2025-11-24,2025-12-08,13856.00,0.00,13856.00,Outstanding
123,BG-107,V018,BrightPath Analytics,INV-100123,2026-05-29,2026-03-05,51913.00,51913.00,0.00,Paid
124,BG-102,V002,BlueLine Logistics,INV-100124,2026-08-02,2026-02-22,17120.00,17120.00,0.00,Paid
125,BG-102,V012,Rapid Transport Group,INV-100125,2025-12-30,2026-01-09,69615.00,69615.00,0.00,Paid
126,BG-103,V015,United Maintenance,INV-100126,2026-04-11,2026-05-04,70287.00,70287.00,0.00,Paid
127,BG-106,V008,Horizon IT Services,INV-100127,2025-11-13,2026-04-08,50414.00,12603.50,37810.50,Partially Paid
128,BG-102,V017,Westfield Distribution,INV-100128,2026-07-09,2026-03-01,26232.00,0.00,26232.00,Outstanding
129,BG-105,V006,Falcon Engineering,INV-100129,2025-12-17,2026-04-01,78273.00,78273.00,0.00,Paid
130,BG-106,V014,TechSource Partners,INV-100130,2026-03-21,2026-05-06,11057.00,8624.46,2432.54,Partially Paid
131,BG-102,V002,BlueLine Logistics,INV-100131,2025-10-15,2026-02-28,45160.00,0.00,45160.00,Outstanding
132,BG-105,V020,IronWorks Engineering,INV-100132,2025-09-29,2026-04-08,18711.00,18711.00,0.00,Paid
133,BG-102,V012,Rapid Transport Group,INV-100133,2025-09-24,2025-11-25,38498.00,0.00,38498.00,Outstanding
134,BG-103,V004,Delta Office Systems,INV-100134,2025-12-28,2026-07-28,86157.00,86157.00,0.00,Paid
135,BG-104,V011,Prime Materials Inc.,INV-100135,2025-11-16,2026-06-27,35882.00,35882.00,0.00,Paid
136,BG-102,V017,Westfield Distribution,INV-100136,2026-07-18,2026-08-01,66965.00,16071.60,50893.40,Partially Paid
137,BG-107,V010,NorthStar Consulting,INV-100137,2025-10-13,2026-04-29,10207.00,0.00,10207.00,Outstanding
138,BG-106,V008,Horizon IT Services,INV-100138,2026-03-21,2026-05-17,92374.00,0.00,92374.00,Outstanding
139,BG-103,V015,United Maintenance,INV-100139,2025-08-26,2025-10-29,16112.00,3705.76,12406.24,Partially Paid
140,BG-106,V008,Horizon IT Services,INV-100140,2026-05-31,2025-11-25,33950.00,0.00,33950.00,Outstanding
141,BG-101,V001,Apex Industrial Supplies,INV-100141,2026-06-29,2026-06-24,77698.00,77698.00,0.00,Paid
142,BG-104,V019,Cedar Supply Group,INV-100142,2025-08-22,2026-05-09,38532.00,9633.00,28899.00,Partially Paid
143,BG-105,V020,IronWorks Engineering,INV-100143,2026-05-25,2026-04-18,81389.00,49647.29,31741.71,Partially Paid
144,BG-106,V014,TechSource Partners,INV-100144,2026-01-24,2026-04-23,29109.00,0.00,29109.00,Outstanding
145,BG-102,V012,Rapid Transport Group,INV-100145,2026-02-05,2026-03-24,48737.00,48737.00,0.00,Paid
146,BG-103,V007,Global Facility Services,INV-100146,2025-12-27,2026-06-03,9256.00,9256.00,0.00,Paid
147,BG-106,V014,TechSource Partners,INV-100147,2026-02-22,2026-08-01,60689.00,38840.96,21848.04,Partially Paid
148,BG-103,V004,Delta Office Systems,INV-100148,2026-04-28,2026-01-11,21515.00,21515.00,0.00,Paid
149,BG-103,V004,Delta Office Systems,INV-100149,2026-04-25,2025-09-23,58175.00,22106.50,36068.50,Partially Paid
150,BG-103,V004,Delta Office Systems,INV-100150,2025-11-15,2026-05-19,20056.00,20056.00,0.00,Paid
151,BG-106,V014,TechSource Partners,INV-100151,2026-06-13,2026-02-07,38175.00,0.00,38175.00,Outstanding
152,BG-104,V019,Cedar Supply Group,INV-100152,2026-08-05,2026-03-24,13283.00,0.00,13283.00,Outstanding
153,BG-101,V001,Apex Industrial Supplies,INV-100153,2026-01-24,2025-10-14,38371.00,18418.08,19952.92,Partially Paid
154,BG-104,V019,Cedar Supply Group,INV-100154,2026-06-28,2025-12-26,66160.00,66160.00,0.00,Paid
155,BG-101,V009,Metro Equipment Co.,INV-100155,2026-06-07,2025-12-25,3409.00,3409.00,0.00,Paid
156,BG-103,V004,Delta Office Systems,INV-100156,2025-09-21,2026-06-12,79395.00,25406.40,53988.60,Partially Paid
157,BG-104,V011,Prime Materials Inc.,INV-100157,2026-07-05,2026-05-28,31385.00,31385.00,0.00,Paid
158,BG-102,V017,Westfield Distribution,INV-100158,2026-06-22,2026-06-05,4185.00,4185.00,0.00,Paid
159,BG-103,V007,Global Facility Services,INV-100159,2025-10-03,2026-02-07,20035.00,13623.80,6411.20,Partially Paid
160,BG-101,V016,Vertex Manufacturing,INV-100160,2025-12-17,2026-04-24,81863.00,81863.00,0.00,Paid
161,BG-103,V007,Global Facility Services,INV-100161,2026-02-06,2026-08-05,90026.00,0.00,90026.00,Outstanding
162,BG-101,V003,CoreTech Solutions,INV-100162,2025-10-23,2026-04-20,94536.00,94536.00,0.00,Paid
163,BG-104,V019,Cedar Supply Group,INV-100163,2026-06-29,2026-06-25,66560.00,26624.00,39936.00,Partially Paid
164,BG-104,V005,East Coast Packaging,INV-100164,2026-01-14,2026-03-17,50622.00,50622.00,0.00,Paid
165,BG-103,V007,Global Facility Services,INV-100165,2026-03-11,2025-12-16,89286.00,0.00,89286.00,Outstanding
166,BG-105,V006,Falcon Engineering,INV-100166,2026-05-13,2026-07-29,68109.00,68109.00,0.00,Paid
167,BG-104,V019,Cedar Supply Group,INV-100167,2026-01-20,2026-06-04,89468.00,89468.00,0.00,Paid
168,BG-101,V003,CoreTech Solutions,INV-100168,2025-08-22,2026-02-09,20150.00,8664.50,11485.50,Partially Paid
169,BG-102,V012,Rapid Transport Group,INV-100169,2026-01-15,2026-06-03,94319.00,30182.08,64136.92,Partially Paid
170,BG-106,V014,TechSource Partners,INV-100170,2026-06-11,2026-09-10,37526.00,37526.00,0.00,Paid
171,BG-106,V014,TechSource Partners,INV-100171,2025-09-27,2025-11-04,64995.00,40296.90,24698.10,Partially Paid
172,BG-101,V001,Apex Industrial Supplies,INV-100172,2025-11-01,2026-06-14,77949.00,77949.00,0.00,Paid
173,BG-102,V017,Westfield Distribution,INV-100173,2026-02-07,2025-10-24,29777.00,29777.00,0.00,Paid
174,BG-105,V020,IronWorks Engineering,INV-100174,2026-01-10,2026-02-17,92119.00,92119.00,0.00,Paid
175,BG-106,V014,TechSource Partners,INV-100175,2026-02-10,2026-06-10,23196.00,5335.08,17860.92,Partially Paid
176,BG-104,V011,Prime Materials Inc.,INV-100176,2025-09-19,2026-01-09,61144.00,61144.00,0.00,Paid
177,BG-101,V016,Vertex Manufacturing,INV-100177,2026-01-26,2026-04-16,89920.00,89920.00,0.00,Paid
178,BG-107,V018,BrightPath Analytics,INV-100178,2026-07-29,2025-11-07,93276.00,93276.00,0.00,Paid
179,BG-103,V015,United Maintenance,INV-100179,2026-05-04,2026-05-30,84826.00,50895.60,33930.40,Partially Paid
180,BG-105,V020,IronWorks Engineering,INV-100180,2026-05-15,2026-05-18,23302.00,23302.00,0.00,Paid
181,BG-106,V008,Horizon IT Services,INV-100181,2026-04-10,2025-12-07,39882.00,0.00,39882.00,Outstanding
182,BG-101,V009,Metro Equipment Co.,INV-100182,2026-07-25,2025-12-30,18733.00,8242.52,10490.48,Partially Paid
183,BG-102,V012,Rapid Transport Group,INV-100183,2025-10-14,2025-09-27,34733.00,34733.00,0.00,Paid
184,BG-107,V018,BrightPath Analytics,INV-100184,2025-10-11,2026-01-19,1354.00,0.00,1354.00,Outstanding
185,BG-101,V009,Metro Equipment Co.,INV-100185,2025-10-16,2026-04-23,33978.00,33978.00,0.00,Paid
186,BG-106,V014,TechSource Partners,INV-100186,2025-09-14,2026-07-13,89163.00,0.00,89163.00,Outstanding
187,BG-105,V013,Summit Components,INV-100187,2026-04-02,2026-05-21,26073.00,0.00,26073.00,Outstanding
188,BG-103,V015,United Maintenance,INV-100188,2025-12-08,2026-02-02,19618.00,14517.32,5100.68,Partially Paid
189,BG-103,V007,Global Facility Services,INV-100189,2026-07-23,2025-11-13,11337.00,4988.28,6348.72,Partially Paid
190,BG-101,V003,CoreTech Solutions,INV-100190,2025-11-26,2025-10-09,42939.00,28769.13,14169.87,Partially Paid
191,BG-101,V003,CoreTech Solutions,INV-100191,2025-12-05,2025-12-23,47110.00,47110.00,0.00,Paid
192,BG-107,V010,NorthStar Consulting,INV-100192,2026-02-02,2025-12-06,93207.00,41011.08,52195.92,Partially Paid
193,BG-105,V006,Falcon Engineering,INV-100193,2026-02-09,2026-03-25,19797.00,0.00,19797.00,Outstanding
194,BG-101,V001,Apex Industrial Supplies,INV-100194,2026-05-31,2025-11-23,2189.00,0.00,2189.00,Outstanding
195,BG-105,V006,Falcon Engineering,INV-100195,2025-12-12,2025-10-24,43656.00,18772.08,24883.92,Partially Paid
196,BG-101,V001,Apex Industrial Supplies,INV-100196,2025-10-03,2026-06-23,9598.00,0.00,9598.00,Outstanding
197,BG-105,V006,Falcon Engineering,INV-100197,2025-11-23,2026-08-05,90599.00,0.00,90599.00,Outstanding
198,BG-106,V008,Horizon IT Services,INV-100198,2025-09-07,2025-10-14,46062.00,46062.00,0.00,Paid
199,BG-106,V008,Horizon IT Services,INV-100199,2026-06-23,2026-03-01,26895.00,0.00,26895.00,Outstanding
200,BG-105,V006,Falcon Engineering,INV-100200,2025-09-15,2025-12-09,10998.00,2199.60,8798.40,Partially Paid
201,BG-101,V003,CoreTech Solutions,INV-100201,2026-06-25,2025-11-13,72027.00,72027.00,0.00,Paid
202,BG-105,V013,Summit Components,INV-100202,2026-05-12,2026-06-17,85506.00,85506.00,0.00,Paid
203,BG-101,V009,Metro Equipment Co.,INV-100203,2026-01-26,2025-12-19,19999.00,19999.00,0.00,Paid
204,BG-103,V015,United Maintenance,INV-100204,2026-05-21,2025-10-13,32904.00,20729.52,12174.48,Partially Paid
205,BG-107,V010,NorthStar Consulting,INV-100205,2025-10-10,2026-04-14,67634.00,67634.00,0.00,Paid
206,BG-104,V005,East Coast Packaging,INV-100206,2026-06-16,2026-06-27,16584.00,10447.92,6136.08,Partially Paid
207,BG-102,V012,Rapid Transport Group,INV-100207,2026-06-22,2026-08-24,66922.00,66922.00,0.00,Paid
208,BG-103,V015,United Maintenance,INV-100208,2025-12-11,2026-04-14,15292.00,4893.44,10398.56,Partially Paid
209,BG-104,V019,Cedar Supply Group,INV-100209,2026-06-10,2025-11-03,3169.00,3169.00,0.00,Paid
210,BG-104,V011,Prime Materials Inc.,INV-100210,2026-05-10,2026-06-11,14804.00,0.00,14804.00,Outstanding
211,BG-107,V018,BrightPath Analytics,INV-100211,2026-02-24,2025-10-11,54056.00,54056.00,0.00,Paid
212,BG-101,V009,Metro Equipment Co.,INV-100212,2026-05-24,2026-01-07,56909.00,56909.00,0.00,Paid
213,BG-105,V006,Falcon Engineering,INV-100213,2026-06-15,2026-06-18,69583.00,27137.37,42445.63,Partially Paid
214,BG-105,V006,Falcon Engineering,INV-100214,2025-11-26,2025-09-28,10681.00,10681.00,0.00,Paid
215,BG-104,V019,Cedar Supply Group,INV-100215,2026-02-24,2026-03-17,79323.00,0.00,79323.00,Outstanding
216,BG-102,V002,BlueLine Logistics,INV-100216,2025-09-22,2026-09-10,29813.00,0.00,29813.00,Outstanding
217,BG-101,V016,Vertex Manufacturing,INV-100217,2025-09-24,2026-08-28,46006.00,46006.00,0.00,Paid
218,BG-102,V017,Westfield Distribution,INV-100218,2026-07-30,2026-04-03,38371.00,0.00,38371.00,Outstanding
219,BG-102,V017,Westfield Distribution,INV-100219,2026-03-11,2026-07-30,35895.00,35895.00,0.00,Paid
220,BG-101,V009,Metro Equipment Co.,INV-100220,2026-07-22,2026-08-26,11631.00,11631.00,0.00,Paid
221,BG-104,V005,East Coast Packaging,INV-100221,2026-01-31,2026-09-07,64612.00,0.00,64612.00,Outstanding
222,BG-101,V009,Metro Equipment Co.,INV-100222,2026-04-22,2025-11-13,6778.00,6778.00,0.00,Paid
223,BG-105,V020,IronWorks Engineering,INV-100223,2026-05-12,2025-12-15,37777.00,37777.00,0.00,Paid
224,BG-104,V019,Cedar Supply Group,INV-100224,2025-12-02,2026-06-19,94076.00,94076.00,0.00,Paid
225,BG-101,V003,CoreTech Solutions,INV-100225,2025-11-04,2026-02-05,60944.00,0.00,60944.00,Outstanding
226,BG-101,V016,Vertex Manufacturing,INV-100226,2025-11-14,2026-01-10,2141.00,0.00,2141.00,Outstanding
227,BG-107,V018,BrightPath Analytics,INV-100227,2026-04-17,2025-10-07,89858.00,89858.00,0.00,Paid
228,BG-101,V016,Vertex Manufacturing,INV-100228,2026-03-27,2025-12-07,94430.00,0.00,94430.00,Outstanding
229,BG-104,V011,Prime Materials Inc.,INV-100229,2025-08-16,2026-03-12,95095.00,37087.05,58007.95,Partially Paid
230,BG-103,V015,United Maintenance,INV-100230,2025-12-28,2026-01-23,10539.00,0.00,10539.00,Outstanding
231,BG-105,V006,Falcon Engineering,INV-100231,2026-06-06,2026-08-28,55090.00,55090.00,0.00,Paid
232,BG-103,V004,Delta Office Systems,INV-100232,2026-04-13,2026-09-03,31767.00,0.00,31767.00,Outstanding
233,BG-107,V010,NorthStar Consulting,INV-100233,2025-10-26,2026-08-06,9622.00,9622.00,0.00,Paid
234,BG-101,V009,Metro Equipment Co.,INV-100234,2025-11-30,2025-09-17,87621.00,87621.00,0.00,Paid
235,BG-101,V009,Metro Equipment Co.,INV-100235,2026-05-10,2026-09-01,31154.00,18069.32,13084.68,Partially Paid
